policy_id,policy_state,policy_deductible,policy_annual_premium,insured_age,insured_sex,insured_education_level,insured_occupation,insured_hobbies,incident_date,incident_type,collision_type,incident_severity,authorities_contacted,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,bodily_injuries,witnesses,police_report_available,claim_amount,total_claim_amount,fraud_reported
POL110090,NC,700,1371.84,31,FEMALE,Masters,Clerk,movies,2023-12-18,Single Vehicle Collision,Side,Major Damage,Fire,IL,Linburgh,8,3,1,2,Yes,8535.29,11414.33,N
POL109775,IL,1000,625.33,72,OTHER,PhD,Manager,camping,2024-07-07,Multi-vehicle Collision,Unknown,Major Damage,Fire,TX,West Crystal,5,4,2,2,No,7700.64,6689.27,N
POL103257,MI,600,1460.6,33,FEMALE,College,Clerk,paintball,2024-09-28,Single Vehicle Collision,Side,Major Damage,,NC,Moramouth,18,2,4,3,No,18988.99,19964.81,N
POL129607,IL,1000,1379.33,25,FEMALE,College,Technician,chess,2025-10-03,Single Vehicle Collision,Rear,Total Loss,Ambulance,GA,West Leslie,0,3,3,5,No,27828.34,24308.63,N
POL113286,IL,700,1122.46,37,MALE,Masters,Clerk,camping,2025-09-05,Multi-vehicle Collision,Unknown,Major Damage,Fire,NY,Lake Clarenceburgh,6,1,0,5,Yes,2102.79,2220.82,N
POL129708,IL,300,708.89,45,FEMALE,College,Manager,paintball,2024-03-12,Single Vehicle Collision,Front,Minor Damage,Fire,OH,North Roger,12,3,0,4,Yes,7079.38,8634.3,N
POL122868,NC,800,1087.83,28,OTHER,Masters,Sales,paintball,2025-01-23,Multi-vehicle Collision,Front,Major Damage,Police,NY,Laurieside,2,1,1,3,No,9206.36,15719.67,N
POL112755,GA,1000,1188.88,31,MALE,High School,Sales,movies,2024-02-03,Single Vehicle Collision,Front,Minor Damage,Fire,PA,Port Colleen,3,3,4,1,Yes,13588.59,19428.08,Y
POL128860,FL,800,1206.49,71,FEMALE,College,Clerk,reading,2025-03-16,Multi-vehicle Collision,Side,Minor Damage,,NC,Shannonfort,0,1,4,3,Yes,7097.77,6708.51,N
POL111294,CA,700,1354.97,44,MALE,PhD,Technician,hiking,2024-02-27,Parked Car,Unknown,Minor Damage,Police,IL,Mooreside,7,4,3,3,No,10609.29,14640.39,N
POL120844,TX,200,667.35,24,FEMALE,PhD,Teacher,reading,2025-07-14,Parked Car,Front,Major Damage,,NC,Port Dawnland,2,3,3,4,No,13170.06,16472.78,N
POL117657,CA,700,1435.67,62,MALE,College,Teacher,chess,2025-06-26,Single Vehicle Collision,Rear,Major Damage,Fire,GA,Danielshire,23,4,2,5,Yes,22218.79,19080.85,Y
POL101370,NC,300,1410.92,65,FEMALE,High School,Manager,camping,2024-04-13,Vehicle Theft,Side,Minor Damage,,CA,Lake Adambury,6,3,1,5,Yes,2291.69,2853.84,N
POL118524,NY,400,805.44,41,FEMALE,Masters,Technician,yachting,2024-02-19,Vehicle Theft,Rear,Total Loss,,TX,East Todd,10,2,3,3,Yes,19858.24,19455.27,N
POL113909,MI,700,944.94,73,FEMALE,PhD,Technician,chess,2025-07-08,Vehicle Theft,Rear,Major Damage,,PA,Joshuaton,22,3,2,1,Yes,19676.2,22361.22,N
POL103575,FL,300,949.1,19,FEMALE,Masters,Clerk,paintball,2025-01-19,Single Vehicle Collision,Front,Major Damage,Fire,MI,New Stephen,4,3,0,2,No,14728.27,19824.0,Y
POL103374,PA,400,750.32,56,MALE,High School,Clerk,movies,2025-04-04,Vehicle Theft,Side,Total Loss,Ambulance,NC,Emilyville,0,4,1,4,Yes,20179.16,18809.06,Y
POL117433,NC,200,1279.8,55,FEMALE,Masters,Manager,yachting,2025-01-21,Parked Car,Side,Minor Damage,Ambulance,MI,Heathershire,3,2,0,5,Yes,8084.53,14876.82,N
POL103334,PA,1000,1285.62,23,FEMALE,Masters,Lawyer,yachting,2024-05-20,Multi-vehicle Collision,Rear,Minor Damage,Ambulance,IL,Port Donald,1,4,0,1,No,20596.74,21039.82,N
POL111018,FL,800,1176.42,49,OTHER,Masters,Sales,chess,2025-04-07,Vehicle Theft,Unknown,Minor Damage,Fire,NY,North Jenna,13,2,2,2,No,23457.51,20049.96,N
POL114313,MI,200,1316.85,65,FEMALE,Masters,Clerk,camping,2024-07-10,Vehicle Theft,Rear,Minor Damage,Ambulance,TX,Rhondaton,5,4,3,5,Yes,15179.66,12834.19,Y
POL122055,FL,300,1238.34,41,MALE,Masters,Teacher,reading,2024-07-22,Single Vehicle Collision,Front,Minor Damage,Police,TX,South Bryanberg,2,1,4,4,No,3508.58,3593.74,N
POL124706,CA,700,1456.33,23,FEMALE,Masters,Technician,movies,2024-09-15,Vehicle Theft,Unknown,Major Damage,Ambulance,GA,Lake Robert,5,2,1,3,No,7263.23,13402.86,N
POL105850,CA,400,1245.17,24,MALE,Masters,Engineer,yachting,2024-08-16,Single Vehicle Collision,Rear,Minor Damage,Fire,NC,Cooperchester,3,4,1,4,Yes,4005.11,3383.02,N
POL111274,FL,600,1212.36,61,MALE,High School,Sales,reading,2025-06-06,Vehicle Theft,Unknown,Major Damage,Ambulance,NC,Jenniferburgh,20,1,3,4,Yes,2614.0,4561.31,N
POL111624,IL,300,1361.28,20,OTHER,PhD,Manager,chess,2025-08-11,Single Vehicle Collision,Rear,Major Damage,,PA,Gonzalesside,13,4,2,4,No,15542.91,19243.47,N
POL123059,MI,500,1038.46,68,OTHER,PhD,Technician,reading,2024-05-09,Vehicle Theft,Front,Minor Damage,,OH,West Curtisfurt,17,4,3,0,No,25206.21,22516.12,N
POL105530,GA,300,854.39,27,OTHER,Masters,Teacher,movies,2024-11-13,Single Vehicle Collision,Unknown,Major Damage,Ambulance,IL,Jonathantown,16,1,4,0,No,20902.72,23200.66,N
POL100394,CA,1000,1449.42,40,OTHER,High School,Manager,yachting,2024-10-24,Single Vehicle Collision,Side,Major Damage,Fire,MI,Ryanport,10,2,1,5,No,5760.48,9212.59,N
POL119261,NC,700,1405.1,39,FEMALE,PhD,Engineer,hiking,2025-10-28,Parked Car,Rear,Total Loss,Police,IL,South Bethany,23,1,2,0,Yes,11376.61,13365.5,Y
POL120991,FL,700,1476.32,26,MALE,College,Engineer,paintball,2025-06-15,Single Vehicle Collision,Rear,Minor Damage,,MI,West Kimberly,5,2,3,2,Yes,2430.0,3233.6,N
POL101398,MI,200,666.78,28,FEMALE,PhD,Clerk,camping,2025-11-08,Multi-vehicle Collision,Front,Total Loss,Police,OH,Rosston,6,3,4,1,Yes,13529.0,21818.13,N
POL123822,NY,600,1165.98,35,MALE,Masters,Technician,hiking,2025-07-22,Multi-vehicle Collision,Front,Total Loss,Ambulance,GA,South Wendy,4,2,3,5,No,20261.1,19420.42,N
POL108716,OH,300,895.62,42,FEMALE,Masters,Sales,reading,2024-02-21,Vehicle Theft,Front,Minor Damage,,MI,Margaretfort,7,2,3,4,No,14997.08,13103.09,Y
POL112700,GA,1000,1476.4,37,FEMALE,College,Lawyer,movies,2024-06-05,Single Vehicle Collision,Rear,Total Loss,Fire,IL,Sanchezberg,15,3,3,0,No,10793.01,10021.89,N
POL111258,NC,200,803.82,64,OTHER,Masters,Doctor,camping,2025-09-13,Single Vehicle Collision,Side,Total Loss,Police,TX,West Jennifer,12,3,3,0,No,9176.45,15527.45,N
POL121319,IL,200,1455.59,58,OTHER,PhD,Clerk,chess,2024-12-03,Vehicle Theft,Front,Total Loss,,NY,Sanchezberg,13,4,1,4,Yes,2231.43,3963.38,N
POL113977,TX,1000,1163.49,36,OTHER,High School,Doctor,camping,2024-07-09,Single Vehicle Collision,Front,Major Damage,,FL,South Linda,12,4,0,0,Yes,2272.47,2498.75,N
POL125360,PA,300,1301.96,65,MALE,Masters,Sales,yachting,2024-04-29,Multi-vehicle Collision,Front,Total Loss,Ambulance,TX,West Eric,11,1,0,1,No,2361.23,4417.63,Y
POL100084,GA,600,1251.25,20,OTHER,College,Doctor,reading,2024-11-04,Multi-vehicle Collision,Unknown,Total Loss,Ambulance,TX,West Charlesfort,17,1,0,3,Yes,10979.26,10995.14,Y
POL118304,IL,600,1374.6,32,OTHER,High School,Clerk,paintball,2025-05-17,Vehicle Theft,Rear,Minor Damage,Police,IL,Mirandaton,0,1,4,1,Yes,10277.89,10600.66,N
POL116173,OH,500,809.97,18,OTHER,PhD,Clerk,camping,2023-12-04,Single Vehicle Collision,Rear,Major Damage,,OH,Jenniferfurt,3,4,2,5,No,9613.99,9138.53,Y
POL106699,PA,1000,1385.9,24,OTHER,High School,Technician,camping,2025-01-18,Vehicle Theft,Side,Minor Damage,Ambulance,MI,Matthewmouth,2,1,3,4,Yes,4366.19,5341.42,N
POL102189,NC,700,1327.01,64,FEMALE,College,Doctor,movies,2025-03-07,Parked Car,Front,Minor Damage,,FL,Foxfort,15,3,1,3,Yes,5401.54,5243.44,Y
POL128716,TX,600,1245.25,48,MALE,PhD,Sales,yachting,2023-11-16,Multi-vehicle Collision,Front,Total Loss,Police,MI,West Davidtown,9,3,1,2,No,26248.01,23552.24,N
POL102524,CA,700,914.12,41,OTHER,PhD,Manager,camping,2024-01-02,Vehicle Theft,Side,Major Damage,Police,MI,East Joycefurt,21,2,1,4,Yes,6245.87,9495.57,N
POL100682,MI,300,886.55,52,MALE,Masters,Engineer,reading,2025-02-02,Vehicle Theft,Rear,Total Loss,Police,PA,New Tammy,8,3,4,0,Yes,2481.63,4643.85,N
POL129045,PA,700,1280.47,42,OTHER,PhD,Engineer,hiking,2024-11-21,Vehicle Theft,Front,Total Loss,,IL,Bondton,3,4,4,0,No,5738.87,5607.37,Y
POL111716,OH,700,881.42,20,OTHER,PhD,Manager,camping,2025-05-09,Multi-vehicle Collision,Unknown,Minor Damage,Ambulance,NC,West Adam,8,3,4,5,Yes,19262.88,22676.37,N
POL113856,NY,1000,807.89,23,FEMALE,College,Clerk,movies,2024-03-02,Parked Car,Rear,Minor Damage,Ambulance,FL,New John,8,2,0,2,No,3504.07,5117.64,Y
POL121819,NY,1000,1349.44,70,MALE,High School,Technician,paintball,2024-11-17,Multi-vehicle Collision,Rear,Minor Damage,Fire,FL,Jenniferport,12,3,1,1,Yes,742.57,1440.96,N
POL107939,IL,500,1445.49,59,FEMALE,College,Sales,paintball,2024-11-30,Vehicle Theft,Unknown,Minor Damage,,TX,Port Craig,8,3,1,2,Yes,17492.15,18939.79,Y
POL124658,OH,1000,1311.53,36,OTHER,College,Manager,yachting,2025-05-25,Single Vehicle Collision,Side,Minor Damage,,NC,Gordonstad,22,1,3,5,No,11397.87,9592.04,Y
POL120462,TX,800,1318.41,57,FEMALE,College,Clerk,paintball,2024-08-15,Vehicle Theft,Unknown,Minor Damage,,CA,Brianborough,17,3,4,3,No,14378.27,17930.75,N
POL127720,PA,400,1208.41,36,MALE,College,Technician,chess,2025-02-01,Multi-vehicle Collision,Side,Major Damage,Fire,GA,Lake Ianstad,20,2,0,4,Yes,5092.75,6957.73,N
POL115431,CA,400,843.62,41,MALE,PhD,Sales,reading,2024-08-12,Parked Car,Unknown,Major Damage,,PA,North Davidborough,13,1,1,0,Yes,5935.71,7394.27,N
POL109134,IL,400,1011.11,47,FEMALE,College,Clerk,reading,2024-05-12,Vehicle Theft,Side,Minor Damage,Police,TX,Jameschester,15,4,0,2,Yes,859.88,967.08,N
POL120526,GA,500,1059.0,55,OTHER,High School,Engineer,paintball,2024-06-21,Single Vehicle Collision,Rear,Major Damage,,GA,North Evanborough,1,3,4,3,No,3033.35,4749.3,N
POL127772,IL,1000,1016.83,27,FEMALE,High School,Teacher,yachting,2025-04-14,Multi-vehicle Collision,Side,Major Damage,Fire,IL,East Alexis,20,1,2,5,Yes,3258.25,3189.17,N
POL123583,NY,300,873.9,62,FEMALE,High School,Manager,hiking,2025-06-04,Single Vehicle Collision,Side,Total Loss,,PA,Lake Joel,19,2,0,1,No,8844.35,13226.14,N
POL115588,CA,700,1372.21,38,FEMALE,College,Lawyer,yachting,2025-11-02,Single Vehicle Collision,Side,Total Loss,,NY,North Regina,10,1,1,0,No,24315.75,23557.79,N
POL119252,OH,600,887.42,68,MALE,College,Sales,hiking,2025-10-22,Vehicle Theft,Front,Minor Damage,Ambulance,CA,Carterbury,8,1,1,3,No,5222.51,7711.76,N
POL109256,NY,200,667.5,31,FEMALE,PhD,Doctor,hiking,2025-04-16,Vehicle Theft,Side,Minor Damage,Police,NC,Johnsonbury,16,4,2,3,Yes,3412.03,4298.84,N
POL125093,TX,800,996.13,70,FEMALE,College,Clerk,paintball,2025-01-20,Single Vehicle Collision,Rear,Minor Damage,Fire,OH,Amyfort,11,4,4,4,Yes,4332.15,7928.61,N
POL100732,OH,600,1392.59,67,MALE,Masters,Manager,chess,2024-03-17,Multi-vehicle Collision,Unknown,Minor Damage,Fire,TX,South Stephaniestad,18,3,2,1,Yes,1770.36,2931.15,N
POL104707,NC,800,1072.72,48,FEMALE,PhD,Manager,reading,2025-09-21,Parked Car,Side,Total Loss,Police,GA,West Patricia,19,1,0,0,Yes,12812.12,13271.82,Y
POL102861,TX,600,918.77,26,OTHER,PhD,Engineer,chess,2025-10-10,Multi-vehicle Collision,Unknown,Total Loss,,CA,West Fredbury,3,2,4,3,No,6326.81,10928.57,N
POL124332,NC,400,953.88,20,FEMALE,College,Sales,paintball,2025-09-17,Parked Car,Rear,Major Damage,Fire,IL,West Jeffreytown,9,2,4,1,No,21313.82,20903.4,Y
POL100280,MI,200,1234.87,73,FEMALE,High School,Lawyer,hiking,2024-02-12,Single Vehicle Collision,Side,Major Damage,,GA,Smithbury,2,4,1,1,Yes,16280.23,16363.97,N
POL123968,TX,300,1314.77,73,MALE,Masters,Sales,hiking,2025-01-24,Multi-vehicle Collision,Unknown,Minor Damage,Fire,CA,Tiffanytown,17,1,2,4,No,20166.78,17625.39,N
POL118345,OH,1000,1238.87,36,MALE,Masters,Technician,hiking,2025-05-17,Vehicle Theft,Side,Major Damage,Fire,GA,Amytown,15,1,1,5,No,7557.41,6923.48,N
POL103503,CA,700,630.04,75,MALE,High School,Engineer,camping,2024-12-12,Multi-vehicle Collision,Unknown,Major Damage,Ambulance,FL,East Miaview,6,1,4,4,No,8122.65,10972.95,N
POL108190,IL,300,822.28,29,OTHER,Masters,Engineer,yachting,2025-10-26,Single Vehicle Collision,Rear,Minor Damage,Fire,TX,New Tiffany,1,1,4,4,Yes,25376.48,21295.4,N
POL105683,PA,800,1366.92,36,OTHER,High School,Lawyer,chess,2024-07-24,Single Vehicle Collision,Unknown,Minor Damage,Police,TX,Lake Michelleview,18,2,0,4,Yes,9418.69,14348.44,Y
POL100233,PA,500,1401.85,38,MALE,College,Teacher,camping,2024-07-21,Parked Car,Front,Major Damage,Police,MI,New Amberbury,3,2,3,4,Yes,10300.01,9259.93,N
POL129218,IL,600,601.48,39,OTHER,High School,Teacher,yachting,2024-10-08,Vehicle Theft,Front,Major Damage,Ambulance,NC,Lake Tiffany,17,1,3,5,No,22213.43,22251.91,N
POL107010,GA,300,797.64,67,MALE,PhD,Teacher,yachting,2025-02-26,Single Vehicle Collision,Front,Minor Damage,Fire,NC,East Joseph,14,1,3,4,No,952.05,833.2,N
POL108824,FL,1000,826.61,45,OTHER,Masters,Doctor,yachting,2024-06-12,Parked Car,Unknown,Total Loss,Ambulance,CA,East Jefferymouth,22,2,4,3,No,12782.98,11248.17,N
POL127190,NY,1000,1027.58,71,MALE,PhD,Engineer,chess,2024-03-01,Single Vehicle Collision,Unknown,Total Loss,,PA,South Blake,6,3,1,0,No,10175.98,12886.91,N
POL100004,MI,700,1458.17,31,OTHER,PhD,Sales,reading,2024-05-21,Single Vehicle Collision,Side,Minor Damage,Fire,NY,Caitlinfort,18,4,2,4,No,21864.69,24038.84,N
POL111842,NC,200,956.96,63,MALE,Masters,Doctor,paintball,2024-09-21,Single Vehicle Collision,Rear,Total Loss,Ambulance,FL,New Victoria,21,1,1,3,Yes,8056.23,14678.24,Y
POL116247,NY,600,983.78,50,MALE,PhD,Technician,yachting,2024-08-26,Parked Car,Unknown,Major Damage,,CA,Lake Cheryl,3,3,2,5,Yes,1148.46,2156.34,N
POL109905,NY,500,1143.32,22,FEMALE,PhD,Doctor,movies,2024-12-07,Single Vehicle Collision,Front,Total Loss,Fire,FL,Sweeneyview,22,2,4,2,No,11902.38,11587.57,N
POL112243,IL,1000,620.99,65,MALE,High School,Teacher,camping,2025-04-10,Multi-vehicle Collision,Rear,Minor Damage,Ambulance,OH,Christopherfort,13,2,4,4,Yes,10910.26,18628.2,N
POL123938,NY,1000,927.37,39,MALE,Masters,Clerk,camping,2024-09-09,Single Vehicle Collision,Front,Total Loss,,OH,Charlesfurt,17,4,1,3,Yes,16210.68,17919.9,Y
POL129087,TX,800,1011.99,70,FEMALE,College,Lawyer,reading,2024-10-28,Vehicle Theft,Unknown,Major Damage,,GA,Joeborough,16,4,0,5,No,19601.51,21595.74,Y
POL104412,NC,200,1412.19,46,MALE,College,Manager,reading,2025-01-10,Vehicle Theft,Rear,Total Loss,Ambulance,NC,Port Gwendolynborough,3,4,0,2,Yes,7810.12,10223.08,N
POL101297,CA,600,747.03,72,OTHER,High School,Lawyer,camping,2024-04-13,Vehicle Theft,Front,Minor Damage,Ambulance,NC,Mckenziestad,6,1,3,4,No,21048.69,24803.61,N
POL113327,PA,500,680.41,64,FEMALE,High School,Manager,camping,2025-03-08,Multi-vehicle Collision,Rear,Major Damage,Ambulance,PA,Lake Kelly,23,2,0,5,Yes,949.7,1178.4,N
POL119149,CA,700,646.99,50,FEMALE,Masters,Lawyer,reading,2024-05-07,Single Vehicle Collision,Front,Major Damage,Fire,GA,North Cassandraside,2,3,3,5,Yes,10926.77,12557.8,N
POL102952,MI,500,1306.49,74,OTHER,Masters,Lawyer,hiking,2025-01-22,Vehicle Theft,Side,Major Damage,,GA,West Douglasmouth,6,3,0,4,Yes,12611.04,11864.13,N
POL106729,MI,800,1282.41,25,OTHER,College,Doctor,camping,2024-04-02,Vehicle Theft,Rear,Minor Damage,Police,NC,Port Victoria,14,4,2,2,No,12874.38,18594.16,N
POL129511,FL,500,810.58,20,MALE,College,Technician,reading,2024-10-25,Single Vehicle Collision,Rear,Total Loss,,GA,Griffithchester,22,2,0,0,Yes,11378.4,20666.39,Y
POL110950,MI,400,785.17,19,MALE,PhD,Technician,chess,2025-05-26,Parked Car,Rear,Minor Damage,,MI,South Anthonychester,15,4,3,5,Yes,7169.14,7058.77,Y
POL113532,MI,1000,1218.93,70,FEMALE,High School,Doctor,paintball,2024-12-10,Vehicle Theft,Front,Minor Damage,Fire,TX,North William,15,2,4,1,No,12803.04,22265.17,N
POL109034,NY,400,1216.74,69,OTHER,PhD,Technician,movies,2024-07-31,Single Vehicle Collision,Front,Minor Damage,Ambulance,MI,Rojasshire,4,4,0,4,No,11176.65,9361.09,N
POL119075,TX,500,1446.4,31,MALE,PhD,Sales,reading,2024-02-03,Vehicle Theft,Unknown,Total Loss,Ambulance,OH,Lake Richard,5,1,3,5,No,5788.48,10075.02,N
POL109293,TX,300,1420.55,36,FEMALE,High School,Technician,camping,2025-03-01,Multi-vehicle Collision,Front,Minor Damage,,MI,South Anthony,17,3,1,3,No,5879.02,5275.39,N
POL120684,FL,700,1303.81,41,MALE,PhD,Doctor,camping,2025-04-22,Single Vehicle Collision,Unknown,Major Damage,Police,NY,Banksshire,10,2,2,0,Yes,5983.0,5122.21,N
POL124957,GA,600,979.95,50,OTHER,College,Technician,camping,2025-10-07,Single Vehicle Collision,Front,Major Damage,Ambulance,PA,Barkerton,2,4,3,5,No,3618.16,3067.04,N
POL115625,NY,300,956.54,67,FEMALE,High School,Technician,hiking,2025-02-28,Multi-vehicle Collision,Front,Total Loss,,MI,Matthewton,11,2,4,4,Yes,19260.45,16865.36,N
POL128658,NY,800,1007.99,51,FEMALE,Masters,Teacher,hiking,2025-09-04,Vehicle Theft,Unknown,Major Damage,Police,PA,Welchview,23,3,0,4,No,3356.91,2904.55,N
POL105611,TX,600,994.4,30,FEMALE,Masters,Engineer,yachting,2024-05-28,Parked Car,Rear,Major Damage,,NC,Johnsontown,20,4,4,5,No,14870.77,21966.99,N
POL129596,MI,200,745.81,38,OTHER,Masters,Teacher,hiking,2025-02-06,Single Vehicle Collision,Rear,Total Loss,Police,OH,East Joshua,2,3,2,4,Yes,6849.68,6627.53,N
POL116301,FL,300,881.1,41,FEMALE,Masters,Lawyer,hiking,2025-07-03,Multi-vehicle Collision,Unknown,Total Loss,Police,CA,Heidimouth,16,4,1,0,Yes,8940.84,11543.6,Y
POL128579,CA,300,661.44,70,OTHER,College,Engineer,yachting,2024-04-28,Vehicle Theft,Unknown,Total Loss,,CA,Wrightstad,3,3,4,1,Yes,5755.04,8470.13,N
POL100332,GA,300,1417.81,50,OTHER,Masters,Engineer,camping,2025-05-10,Vehicle Theft,Rear,Minor Damage,Police,IL,Clarkmouth,16,3,1,2,No,17736.26,17395.34,N
POL118575,OH,200,713.35,33,MALE,College,Technician,reading,2024-03-18,Parked Car,Unknown,Major Damage,,IL,West Christie,17,1,4,4,Yes,8843.02,7505.64,Y
POL101168,TX,1000,600.53,68,MALE,High School,Sales,yachting,2023-11-16,Parked Car,Front,Minor Damage,,CA,Bradleystad,21,3,1,2,No,6858.72,6811.21,Y
POL113329,FL,700,1129.72,74,MALE,Masters,Technician,reading,2023-11-21,Parked Car,Front,Minor Damage,Fire,TX,Perrychester,13,3,1,4,Yes,25386.14,22898.92,N
POL107948,TX,500,1286.14,23,FEMALE,College,Engineer,camping,2024-10-24,Vehicle Theft,Side,Total Loss,Police,IL,Montgomeryview,19,4,3,3,Yes,13090.47,19559.75,Y
POL107085,CA,300,1448.55,25,OTHER,High School,Clerk,chess,2025-03-02,Single Vehicle Collision,Side,Minor Damage,Fire,CA,East Joseport,11,3,1,4,No,26454.29,22795.13,Y
POL117213,TX,800,828.31,42,FEMALE,College,Teacher,reading,2025-05-21,Vehicle Theft,Side,Minor Damage,Fire,FL,Hodgemouth,5,2,1,1,No,15529.21,18111.9,N
POL115382,CA,400,963.57,55,FEMALE,Masters,Doctor,reading,2024-02-15,Single Vehicle Collision,Rear,Total Loss,Fire,FL,Lake Rachelville,19,3,3,2,No,16999.38,15642.4,N
POL113434,IL,1000,1215.42,19,FEMALE,College,Technician,hiking,2025-01-30,Single Vehicle Collision,Unknown,Total Loss,,MI,Mitchellberg,8,2,4,0,No,2484.12,4404.47,Y
POL110575,PA,300,1497.05,54,OTHER,Masters,Teacher,movies,2025-11-04,Multi-vehicle Collision,Front,Total Loss,,PA,Codyland,11,2,2,0,Yes,8346.31,15078.46,Y
POL104435,IL,300,1194.76,35,FEMALE,PhD,Technician,hiking,2024-11-18,Parked Car,Front,Minor Damage,,CA,Boyertown,15,4,3,2,No,1873.28,1841.08,Y
POL126196,TX,700,1041.67,67,FEMALE,College,Engineer,movies,2024-08-13,Multi-vehicle Collision,Side,Minor Damage,,GA,Rebeccafort,10,2,1,1,Yes,13678.52,15427.17,N
POL125577,FL,500,794.13,39,OTHER,PhD,Manager,chess,2024-03-07,Parked Car,Front,Total Loss,Fire,OH,North Carrie,21,3,3,1,Yes,14095.88,20488.89,N
POL120473,NY,600,695.33,62,FEMALE,College,Teacher,movies,2024-05-02,Multi-vehicle Collision,Front,Minor Damage,Fire,MI,Andersonshire,18,2,4,4,Yes,8627.54,12298.94,N
POL127098,CA,700,1156.2,69,FEMALE,College,Lawyer,movies,2024-04-02,Parked Car,Side,Minor Damage,Ambulance,MI,Donaldfurt,8,4,0,0,Yes,14436.7,15311.06,Y
POL125897,NY,1000,803.56,58,OTHER,High School,Clerk,movies,2025-05-12,Vehicle Theft,Rear,Minor Damage,Ambulance,FL,Port Williamview,19,2,2,1,No,18769.18,23866.3,N
POL103496,CA,700,1177.86,50,OTHER,PhD,Sales,movies,2024-02-19,Parked Car,Unknown,Minor Damage,,FL,Brownmouth,9,1,3,4,Yes,7530.62,7213.39,N
POL129919,NC,600,667.08,62,MALE,PhD,Teacher,yachting,2024-09-01,Parked Car,Side,Total Loss,Fire,CA,Lake Stevefort,5,1,4,5,Yes,20558.94,19792.61,N
POL107592,TX,500,1241.05,27,MALE,College,Sales,hiking,2024-06-23,Parked Car,Side,Major Damage,Police,TX,Whiteview,17,3,0,2,Yes,12155.19,14904.63,N
POL119171,FL,200,704.48,31,FEMALE,College,Sales,yachting,2025-02-28,Vehicle Theft,Front,Major Damage,Ambulance,NC,Jeffreyville,20,2,3,3,Yes,12355.43,14150.46,N
POL116444,GA,400,1163.93,46,OTHER,College,Engineer,reading,2024-03-07,Vehicle Theft,Rear,Total Loss,Ambulance,CA,North Diane,0,4,0,2,No,10438.05,17422.3,N
POL129694,NC,1000,702.14,53,FEMALE,College,Manager,hiking,2025-09-12,Parked Car,Side,Total Loss,Fire,PA,Bryantburgh,9,2,1,3,No,5761.41,7240.29,N
POL107139,CA,200,646.66,68,OTHER,High School,Clerk,reading,2024-02-19,Parked Car,Unknown,Minor Damage,,GA,West Edwardstad,12,3,3,2,Yes,7299.9,13402.88,N
POL115883,GA,300,1332.92,48,MALE,High School,Manager,paintball,2025-06-01,Multi-vehicle Collision,Unknown,Major Damage,Police,GA,Russellton,2,3,1,3,No,4141.65,5754.8,N
POL103007,IL,1000,1252.99,41,FEMALE,PhD,Sales,chess,2025-05-24,Single Vehicle Collision,Unknown,Total Loss,Fire,TX,East Keith,12,3,4,5,No,18485.25,15737.24,N
POL110354,OH,800,756.32,52,MALE,PhD,Doctor,paintball,2025-02-14,Vehicle Theft,Rear,Total Loss,Ambulance,NY,North Roger,20,3,1,3,No,11900.6,17951.59,N
POL103279,MI,700,1434.64,29,FEMALE,High School,Technician,chess,2025-01-22,Vehicle Theft,Side,Minor Damage,,OH,Lake Leeton,20,2,4,0,No,11874.73,12055.03,N
POL108396,IL,400,610.44,59,MALE,PhD,Manager,hiking,2024-08-04,Vehicle Theft,Front,Total Loss,Ambulance,MI,East Dianaland,18,4,1,2,No,26268.14,22796.25,N
POL107048,IL,600,950.11,44,OTHER,High School,Sales,chess,2024-01-21,Vehicle Theft,Front,Major Damage,,MI,Joshuahaven,16,3,1,0,No,2826.19,2383.13,N
POL124521,TX,500,1208.74,44,OTHER,PhD,Teacher,paintball,2024-06-18,Single Vehicle Collision,Front,Total Loss,Police,MI,East Amandamouth,2,3,3,2,No,16468.1,21964.68,N
POL100576,TX,400,1271.37,56,OTHER,College,Doctor,paintball,2025-10-09,Parked Car,Rear,Major Damage,Police,CA,Joshuaburgh,16,4,0,5,No,12506.39,19404.43,N
POL101629,PA,800,1241.28,73,OTHER,Masters,Manager,chess,2025-07-10,Vehicle Theft,Front,Major Damage,Ambulance,NY,Diazview,14,4,2,3,Yes,8716.21,10552.91,N
POL109448,FL,800,610.0,64,MALE,High School,Doctor,movies,2024-04-02,Vehicle Theft,Front,Total Loss,Police,TX,New Katherine,1,1,0,4,Yes,12484.28,12719.32,N
POL121936,FL,400,745.64,47,FEMALE,Masters,Manager,reading,2023-11-20,Single Vehicle Collision,Side,Major Damage,Police,NY,Cruzton,12,3,1,2,Yes,2365.47,3522.13,N
POL125847,OH,800,978.13,74,MALE,Masters,Technician,hiking,2024-05-14,Vehicle Theft,Rear,Minor Damage,,OH,Andersonside,0,2,2,2,Yes,1620.11,1458.94,Y
POL120205,NY,300,960.92,42,FEMALE,High School,Manager,reading,2024-02-05,Single Vehicle Collision,Unknown,Minor Damage,Police,IL,West Adammouth,19,3,2,1,No,23311.27,23002.28,N
